,Contract ID,Bid Rank,Vendor ID,PercentOfEstimates,ParticipantsCount,Unnamed: 8
5085,C13923T,3,091A,1.423496,3,
5087,C14529,1,028B,1.006046,6,
5088,C14529,2,766C,1.038084,6,
5089,C14529,3,017A,1.079689,6,
5090,C14529,4,071A,1.094569,6,
5091,C14529,5,163A,1.185389,6,
5092,C14529,6,159C,1.198033,6,
5094,MM3022,1,595A,1.044394,2,
5095,MM3022,2,060A,1.127127,2,
5097,C14951,1,447A,1.235705,3,
5098,C14951,2,074A,1.687355,3,
5099,C14951,3,159C,1.842768,3,
5101,C13506R,1,065A,1.020192,6,
5102,C13506R,2,865A,1.028384,6,
5103,C13506R,3,1282A,1.139016,6,
5104,C13506R,4,632A,1.242576,6,
5105,C13506R,5,692A,1.266327,6,
5106,C13506R,6,159C,1.36738,6,
5108,C14623,1,017A,1.062321,5,
5109,C14623,2,163A,1.116995,5,
5110,C14623,3,924A,1.126537,5,
5111,C14623,4,S2881,1.167598,5,
5112,C14623,5,159C,1.287565,5,
5114,C13201,1,284A,1.216718,6,
5115,C13201,2,084A,1.244022,6,
5116,C13201,3,174A,1.287379,6,
5117,C13201,4,944A,1.336738,6,
5118,C13201,5,801A,1.389425,6,
5119,C13201,6,159C,1.480838,6,
5121,C15074,1,1098A,1.035629,6,
5122,C15074,2,697A,1.049547,6,
5123,C15074,3,720A,1.054823,6,
5124,C15074,4,1235A,1.096495,6,
5125,C15074,5,503F,1.158472,6,
5126,C15074,6,1095A,1.296505,6,
5128,C14974,1,720A,0.929786,4,
5129,C14974,2,1098A,0.950308,4,
5130,C14974,3,503F,0.960674,4,
5131,C14974,4,697A,1.156781,4,
5133,C14710,1,329A,0.949818,5,
5134,C14710,2,257A,0.957634,5,
5135,C14710,3,163A,0.958742,5,
5136,C14710,4,071A,0.992655,5,
5137,C14710,5,028B,1.155423,5,
5139,C15162,1,005A,1.099272,3,
5140,C15162,2,163A,1.103544,3,
5141,C15162,3,505A,1.106376,3,
5143,C13605,1,1086A,1.203376,3,
5144,C13605,2,870A,1.225016,3,
5145,C13605,3,164A,1.420639,3,
5147,C14819,1,1275A,0.914985,4,
5148,C14819,2,1282A,0.969266,4,
5149,C14819,3,692A,1.007141,4,
5150,C14819,4,S3452,1.044334,4,
5152,C15017,1,279A,0.964819,4,
5153,C15017,2,284A,1.070327,4,
5154,C15017,3,668A,1.251236,4,
5155,C15017,4,159C,1.255538,4,
5157,C14211,1,025A,0.95755,5,
5158,C14211,2,005A,0.967324,5,
5159,C14211,3,163A,1.08474,5,
5160,C14211,4,160A,1.122304,5,
5161,C14211,5,159C,1.144052,5,
5163,C15031,1,110E,1.297293,3,
5164,C15031,2,547A,1.383845,3,
5165,C15031,3,621A,1.421269,3,
5167,MM3024,1,435A,0.979167,2,
5168,MM3024,2,1086A,1.356628,2,
5170,C14950,1,668A,1.038794,3,
5171,C14950,2,159C,1.128383,3,
5172,C14950,3,163A,1.468089,3,
5174,MM2019,1,868A,0.690883,4,
5175,MM2019,2,1098A,0.893472,4,
5176,MM2019,3,697A,0.963842,4,
5177,MM2019,4,1095A,1.138073,4,
5179,C11223,1,064A,0.838748,4,
5180,C11223,2,697A,0.864589,4,
5181,C11223,3,720A,0.917026,4,
5182,C11223,4,1025A,0.99356,4,
5184,C12043,1,801A,0.861378,6,
5185,C12043,2,903A,0.886342,6,
5186,C12043,3,360A,0.910948,6,
5187,C12043,4,093B,0.965503,6,
5188,C12043,5,968A,1.008582,6,
5189,C12043,6,159C,1.013207,6,
5191,C11163,1,854A,1.072846,4,
5192,C11163,2,696A,1.127076,4,
5193,C11163,3,159C,1.172282,4,
5194,C11163,4,865A,1.186039,4,
5196,C11224,1,697A,0.906811,3,
5197,C11224,2,720A,0.947047,3,
5198,C11224,3,1025A,1.089228,3,
5200,C11324,1,908A,1.175154,4,
5201,C11324,2,697A,1.182679,4,
5202,C11324,3,720A,1.344993,4,
5203,C11324,4,1025A,1.389902,4,
5205,C11862,1,201A,0.733626,4,
5206,C11862,2,767A,0.770438,4,
5207,C11862,3,245B,0.825305,4,
5208,C11862,4,283A,1.408834,4,
5210,C11902,1,1010A,0.898107,5,
5211,C11902,2,501A,1.081643,5,
5212,C11902,3,1042A,1.202406,5,
5213,C11902,4,060C,1.223366,5,
5214,C11902,5,360A,1.274133,5,
5216,C11960,1,159C,0.983744,3,
5217,C11960,2,163D,1.001532,3,
5218,C11960,3,017A,1.116148,3,
5220,C11325,1,090A,0.816554,4,
5221,C11325,2,150B,0.818865,4,
5222,C11325,3,822B,0.854274,4,
5223,C11325,4,854A,0.955758,4,
5225,C10282,1,562A,0.945588,11,
5226,C10282,2,169A,1.064979,11,
5227,C10282,3,093B,1.071273,11,
5228,C10282,4,250A,1.076853,11,
5229,C10282,5,417A,1.08994,11,
5230,C10282,6,903A,1.090686,11,
5231,C10282,7,870A,1.090814,11,
5232,C10282,8,790A,1.092136,11,
5233,C10282,9,213A,1.101225,11,
5234,C10282,10,164A,1.111367,11,
5235,C10282,11,973A,1.126019,11,
5237,C11525,1,503F,1.116015,3,
5238,C11525,2,201A,1.211808,3,
5239,C11525,3,923A,1.265975,3,
5241,C11634,1,1010A,0.804884,3,
5242,C11634,2,060C,0.868787,3,
5243,C11634,3,697A,1.032423,3,
5245,C11549,1,060B,0.869645,3,
5246,C11549,2,162A,1.130285,3,
5247,C11549,3,595A,1.144459,3,
5249,C92018,1,150B,1.076079,2,
5250,C92018,2,090A,1.16203,2,
5252,C10177,1,169A,1.046304,3,
5253,C10177,2,903A,1.076122,3,
5254,C10177,3,417A,1.146372,3,
5256,C11627,1,159C,0.985892,6,
5257,C11627,2,164A,0.987458,6,
5258,C11627,3,084A,0.992602,6,
5259,C11627,4,279A,1.037379,6,
5260,C11627,5,232A,1.053194,6,
5261,C11627,6,769A,1.141086,6,
5263,C92976,1,160A,0.858073,3,
5264,C92976,2,159C,1.007007,3,
5265,C92976,3,505A,1.135219,3,
5267,C11703,1,854A,2.172842,3,
5268,C11703,2,150B,2.189605,3,
5269,C11703,3,090A,2.839314,3,
5271,C11917,1,392G,1.035152,6,
5272,C11917,2,870A,1.035888,6,
5273,C11917,3,417A,1.063631,6,
5274,C11917,4,011A,1.064793,6,
5275,C11917,5,164A,1.146302,6,
5276,C11917,6,169A,1.298774,6,
5278,C12125,1,163D,0.876628,6,
5279,C12125,2,505A,0.897105,6,
5280,C12125,3,005A,0.978151,6,
5281,C12125,4,017A,1.066924,6,
5282,C12125,5,159C,1.068164,6,
5283,C12125,6,068A,1.078042,6,
5285,C12020,1,924A,1.178363,6,
5286,C12020,2,065A,1.205455,6,
5287,C12020,3,865A,1.207224,6,
5288,C12020,4,884A,1.207303,6,
5289,C12020,5,159C,1.342203,6,
5290,C12020,6,692A,1.376634,6,
5292,C12293,1,585A,0.784812,9,
5293,C12293,2,870A,0.789312,9,
5294,C12293,3,668A,0.809532,9,
5295,C12293,4,011A,0.846463,9,
5296,C12293,5,308A,0.859082,9,
5297,C12293,6,160A,0.883226,9,
5298,C12293,7,955A,0.968571,9,
5299,C12293,8,159C,0.974499,9,
5300,C12293,9,200A,0.977783,9,
5302,C11430,1,435A,0.77089,4,
5303,C11430,2,1063A,0.933317,4,
5304,C11430,3,053D,0.990956,4,
5305,C11430,4,084A,1.343776,4,
5307,C11429,1,435A,0.742305,5,
5308,C11429,2,1063A,0.818617,5,
5309,C11429,3,053D,0.91182,5,
5310,C11429,4,084A,1.051156,5,
5311,C11429,5,093B,1.090228,5,
5313,C13162,1,720A,1.107873,4,
5314,C13162,2,2002A,1.162106,4,
5315,C13162,3,697A,1.218828,4,
5316,C13162,4,1025A,1.250068,4,
5318,C12142,1,150B,0.945992,4,
5319,C12142,2,090A,0.958768,4,
5320,C12142,3,616A,1.037944,4,
5321,C12142,4,854A,1.097291,4,
5323,C11951,1,169A,1.093104,9,
5324,C11951,2,392G,1.096813,9,
5325,C11951,3,099H,1.102796,9,
5326,C11951,4,150B,1.10834,9,
5327,C11951,5,373A,1.109165,9,
5328,C11951,6,011A,1.117073,9,
5329,C11951,7,870A,1.121319,9,
5330,C11951,8,065A,1.189897,9,
5331,C11951,9,159C,1.201596,9,
5333,C11473,1,924A,0.822226,8,
5334,C11473,2,870A,0.872776,8,
5335,C11473,3,865A,0.876848,8,
5336,C11473,4,632A,0.884984,8,
5337,C11473,5,164A,0.888914,8,
5338,C11473,6,692A,0.920946,8,
5339,C11473,7,059B,0.986933,8,
5340,C11473,8,159C,0.998818,8,
5342,C12299R,1,1068A,0.941157,4,
5343,C12299R,2,696A,1.005402,4,
5344,C12299R,3,065A,1.132013,4,
5345,C12299R,4,150B,1.215768,4,
5347,C12237,1,163D,0.893353,4,
5348,C12237,2,091A,0.938065,4,
5349,C12237,3,159C,0.993657,4,
5350,C12237,4,017A,1.03024,4,
5352,C11204,1,017A,0.739467,5,
5353,C11204,2,159C,0.810805,5,
5354,C11204,3,417A,0.826196,5,
5355,C11204,4,163D,0.865344,5,
5356,C11204,5,071A,0.90139,5,
5358,C11431,1,053D,0.918243,5,
5359,C11431,2,084A,0.934426,5,
5360,C11431,3,435A,1.008073,5,
5361,C11431,4,1063A,1.040825,5,
5362,C11431,5,250A,1.075721,5,
5364,C11922,1,060B,0.993062,3,
5365,C11922,2,162A,1.021414,3,
5366,C11922,3,1032A,1.053816,3,
5368,C12346,1,503F,0.894772,2,
5369,C12346,2,232A,1.09855,2,
5371,C12008,1,884A,1.061035,6,
5372,C12008,2,692A,1.145289,6,
5373,C12008,3,417A,1.224372,6,
5374,C12008,4,696A,1.244671,6,
5375,C12008,5,854A,1.419374,6,
5376,C12008,6,065A,1.422036,6,
5378,C12297,1,159C,1.013244,1,
5380,C12058,1,110E,0.926649,5,
5381,C12058,2,939A,0.952481,5,
5382,C12058,3,621A,1.030616,5,
5383,C12058,4,160A,1.056634,5,
5384,C12058,5,547A,1.142536,5,
5386,C11349,1,417A,0.954782,6,
5387,C11349,2,392G,0.993657,6,
5388,C11349,3,870A,0.99817,6,
5389,C11349,4,164A,0.998793,6,
5390,C11349,5,011A,1.013689,6,
5391,C11349,6,696A,1.032778,6,
5393,C12528,1,160A,0.935543,6,
5394,C12528,2,159C,1.05484,6,
5395,C12528,3,163D,1.154978,6,
5396,C12528,4,668A,1.27166,6,
5397,C12528,5,701A,1.292429,6,
5398,C12528,6,005A,1.310482,6,
5400,C11588,1,392G,0.952854,6,
5401,C11588,2,870A,0.960653,6,
5402,C11588,3,169A,0.967294,6,
5403,C11588,4,164A,0.984705,6,
5404,C11588,5,011A,1.002384,6,
5405,C11588,6,159C,1.168088,6,
5407,C11865,1,870A,0.909896,7,
5408,C11865,2,011A,1.007492,7,
5409,C11865,3,163D,1.136198,7,
5410,C11865,4,373A,1.149972,7,
5411,C11865,5,159C,1.205987,7,
5412,C11865,6,174A,1.255455,7,
5413,C11865,7,360A,1.316942,7,
5415,C12779,1,674A,1.002269,3,
5416,C12779,2,084A,1.331878,3,
5417,C12779,3,283A,1.407529,3,
5419,C10677,1,870A,1.086121,7,
5420,C10677,2,632A,1.145916,7,
5421,C10677,3,084A,1.173934,7,
5422,C10677,4,159C,1.202498,7,
5423,C10677,5,360A,1.203379,7,
5424,C10677,6,093B,1.271619,7,
5425,C10677,7,417A,1.273867,7,
5427,C91044,1,870A,1.000275,13,
5428,C91044,2,417A,1.018569,13,
5429,C91044,3,164A,1.030477,13,
5430,C91044,4,011A,1.030994,13,
5431,C91044,5,169A,1.039502,13,
5432,C91044,6,562A,1.091222,13,
5433,C91044,7,392G,1.112769,13,
5434,C91044,8,093B,1.120346,13,
5435,C91044,9,696A,1.15309,13,
5436,C91044,10,903A,1.196653,13,
5437,C91044,11,159C,1.241955,13,
5438,C91044,12,160A,1.352943,13,
5439,C91044,13,977A,1.612223,13,
5441,C12991,1,908A,0.517957,4,
5442,C12991,2,697A,0.682913,4,
5443,C12991,3,720A,0.819449,4,
5444,C12991,4,1098A,0.915348,4,
5446,C12389,1,160A,1.343369,5,
5447,C12389,2,977A,1.361727,5,
5448,C12389,3,274A,1.458635,5,
5449,C12389,4,503F,1.52874,5,
5450,C12389,5,1011A,1.656038,5,
5452,C12316,1,159C,1.052218,5,
5453,C12316,2,1011A,1.114717,5,
5454,C12316,3,1089A,1.287666,5,
5455,C12316,4,005A,1.503413,5,
5456,C12316,5,017A,1.718342,5,
5458,C11806,1,435A,1.045094,3,
5459,C11806,2,059B,1.3758,3,
5460,C11806,3,1063A,1.471824,3,
5462,C12482,1,884A,0.922698,8,
5463,C12482,2,392G,0.922991,8,
5464,C12482,3,164A,0.928569,8,
5465,C12482,4,870A,0.935513,8,
5466,C12482,5,417A,0.978511,8,
5467,C12482,6,696A,1.043784,8,
5468,C12482,7,011A,1.085439,8,
5469,C12482,8,692A,1.089462,8,
5471,M13071,1,503F,0.941491,1,
5473,C13025,1,505A,0.842149,6,
5474,C13025,2,005A,0.860056,6,
5475,C13025,3,1089A,0.923875,6,
5476,C13025,4,159C,0.926892,6,
5477,C13025,5,017A,0.961701,6,
5478,C13025,6,163D,0.967496,6,
5480,C13023,1,163D,0.951575,5,
5481,C13023,2,159C,1.002264,5,
5482,C13023,3,017A,1.014009,5,
5483,C13023,4,005A,1.073362,5,
5484,C13023,5,118A,1.093537,5,
5486,C12786,1,084A,1.159421,1,
5488,C12587R,1,009A,1.084354,1,
5490,C12871,1,179A,0.999615,3,
5491,C12871,2,162A,1.033082,3,
5492,C12871,3,060B,1.039281,3,
5494,C12753,1,720A,1.162447,4,
5495,C12753,2,908A,1.182894,4,
5496,C12753,3,697A,1.284655,4,
5497,C12753,4,1098A,1.300027,4,
5499,C12023,1,017A,0.855527,4,
5500,C12023,2,124A,1.031441,4,
5501,C12023,3,924A,1.031583,4,
5502,C12023,4,159C,1.265536,4,
5504,C12310,1,164A,0.985502,9,
5505,C12310,2,1080A,1.017799,9,
5506,C12310,3,392G,1.061003,9,
5507,C12310,4,968A,1.062176,9,
5508,C12310,5,084A,1.138268,9,
5509,C12310,6,711A,1.186172,9,
5510,C12310,7,632A,1.210181,9,
5511,C12310,8,250A,1.216739,9,
5512,C12310,9,1085A,1.34099,9,
5514,C12869,1,065A,1.141075,5,
5515,C12869,2,232A,1.288202,5,
5516,C12869,3,124A,1.308132,5,
5517,C12869,4,274A,1.33132,5,
5518,C12869,5,159C,1.381801,5,
5520,C11582,1,373A,0.979931,8,
5521,C11582,2,169A,1.053229,8,
5522,C11582,3,870A,1.071945,8,
5523,C11582,4,160A,1.075279,8,
5524,C11582,5,011A,1.128359,8,
5525,C11582,6,392G,1.133265,8,
5526,C11582,7,274A,1.189096,8,
5527,C11582,8,903A,1.192683,8,
5529,C13247,1,162A,1.378519,5,
5530,C13247,2,982A,1.710371,5,
5531,C13247,3,997A,2.148958,5,
5532,C13247,4,060A,2.216622,5,
5533,C13247,5,1010A,2.300587,5,
5535,C12153,1,091A,0.908689,5,
5536,C12153,2,245B,0.958054,5,
5537,C12153,3,163D,1.027989,5,
5538,C12153,4,392G,1.046146,5,
5539,C12153,5,159C,1.168472,5,
5541,C12644,1,150B,1.041755,4,
5542,C12644,2,854A,1.061911,4,
5543,C12644,3,090A,1.095916,4,
5544,C12644,4,822B,1.121253,4,
5546,C13169,1,060A,0.913235,3,
5547,C13169,2,179A,0.988928,3,
5548,C13169,3,162A,0.994038,3,
5550,C13341,1,720A,1.095976,4,
5551,C13341,2,697A,1.154361,4,
5552,C13341,3,1025A,1.167233,4,
5553,C13341,4,2002A,1.228497,4,
5555,C11964,1,392G,1.323515,4,
5556,C11964,2,870A,1.334729,4,
5557,C11964,3,417A,1.336752,4,
5558,C11964,4,164A,1.394756,4,
5560,C13307,1,793A,0.894792,3,
5561,C13307,2,1062A,1.25179,3,
5562,C13307,3,1116A,1.556008,3,
5564,C12815,1,1126A,1.264759,2,
5565,C12815,2,1127A,1.460094,2,
5567,C11990,1,163D,0.982129,5,
5568,C11990,2,160A,1.040568,5,
5569,C11990,3,159C,1.081509,5,
5570,C11990,4,017A,1.194654,5,
5571,C11990,5,005A,1.201959,5,
5573,C13342,1,720A,0.875017,5,
5574,C13342,2,1025A,0.896643,5,
5575,C13342,3,1098A,0.97281,5,
5576,C13342,4,2002A,0.980823,5,
5577,C13342,5,697A,1.033057,5,
5579,C13179,1,696A,1.011542,8,
5580,C13179,2,884A,1.087018,8,
5581,C13179,3,924A,1.134596,8,
5582,C13179,4,1011A,1.165232,8,
5583,C13179,5,159C,1.174314,8,
5584,C13179,6,692A,1.215535,8,
5585,C13179,7,065A,1.222118,8,
5586,C13179,8,232A,1.265931,8,
5588,C13510,1,232A,0.72661,3,
5589,C13510,2,124A,0.790891,3,
5590,C13510,3,159C,0.929332,3,
5592,C12304,1,053D,1.189095,8,
5593,C12304,2,084A,1.217769,8,
5594,C12304,3,1040A,1.27307,8,
5595,C12304,4,435A,1.2919,8,
5596,C12304,5,944A,1.335419,8,
5597,C12304,6,769A,1.33711,8,
5598,C12304,7,174A,1.355054,8,
5599,C12304,8,968A,1.49079,8,
5601,C11911,1,924A,1.108197,8,
5602,C11911,2,065A,1.171515,8,
5603,C11911,3,870A,1.190373,8,
5604,C11911,4,1011A,1.216056,8,
5605,C11911,5,865A,1.224293,8,
5606,C11911,6,696A,1.253936,8,
5607,C11911,7,159C,1.255676,8,
5608,C11911,8,692A,1.319306,8,
5610,C13219,1,159C,0.857608,3,
5611,C13219,2,163C,0.861841,3,
5612,C13219,3,668A,1.063126,3,
5614,C13452,1,1066A,1.179812,2,
5615,C13452,2,386A,1.560138,2,
5617,C13301,1,547A,1.291014,2,
5618,C13301,2,091A,1.586868,2,
5620,C11985,1,854A,0.957103,5,
5621,C11985,2,822B,0.967546,5,
5622,C11985,3,150B,0.974542,5,
5623,C11985,4,090A,1.074163,5,
5624,C11985,5,065A,1.133871,5,
5626,C13210,1,090A,0.95366,4,
5627,C13210,2,065A,0.9762,4,
5628,C13210,3,150B,1.047103,4,
5629,C13210,4,854A,1.071537,4,
5631,C12238,1,2005A,1.064767,4,
5632,C12238,2,159C,1.138635,4,
5633,C12238,3,091A,1.363749,4,
5634,C12238,4,163D,1.376083,4,
5636,C13481,1,160A,0.916402,4,
5637,C13481,2,005A,1.053445,4,
5638,C13481,3,790A,1.082929,4,
5639,C13481,4,163C,1.108471,4,
5641,C13442,1,163C,0.983554,2,
5642,C13442,2,160A,1.15214,2,
5644,C13165,1,1060A,0.796212,8,
5645,C13165,2,118A,0.806738,8,
5646,C13165,3,505A,0.807466,8,
5647,C13165,4,163D,0.818988,8,
5648,C13165,5,160A,0.92074,8,
5649,C13165,6,005A,0.944358,8,
5650,C13165,7,329A,0.951417,8,
5651,C13165,8,159C,0.980559,8,
5653,C13347,1,924A,0.94217,4,
5654,C13347,2,032A,0.974949,4,
5655,C13347,3,159C,0.979147,4,
5656,C13347,4,017A,1.124644,4,
5658,C13556,1,505A,0.959413,6,
5659,C13556,2,163D,0.964999,6,
5660,C13556,3,091A,0.993398,6,
5661,C13556,4,005A,1.00742,6,
5662,C13556,5,017A,1.102814,6,
5663,C13556,6,159C,1.150429,6,
5665,C12815R,1,1126A,0.97904,1,
5667,C13451,1,696A,0.988373,8,
5668,C13451,2,065A,0.999798,8,
5669,C13451,3,692A,1.086889,8,
5670,C13451,4,884A,1.088281,8,
5671,C13451,5,150B,1.151638,8,
5672,C13451,6,276A,1.223778,8,
5673,C13451,7,854A,1.452082,8,
5674,C13451,8,865A,1.462712,8,
5676,MM1005,1,903A,1.331907,4,
5677,MM1005,2,1216A,1.662024,4,
5678,MM1005,3,232A,2.549038,4,
5679,MM1005,4,1068A,3.380926,4,
5681,C13531,1,696A,1.030835,5,
5682,C13531,2,276A,1.093781,5,
5683,C13531,3,692A,1.116767,5,
5684,C13531,4,503F,1.143358,5,
5685,C13531,5,065A,1.169196,5,
5687,MM3006,1,793A,0.629032,2,
5688,MM3006,2,084A,0.725806,2,
5690,C13369,1,884A,0.999484,11,
5691,C13369,2,392G,1.020379,11,
5692,C13369,3,696A,1.030465,11,
5693,C13369,4,011A,1.038561,11,
5694,C13369,5,870A,1.041766,11,
5695,C13369,6,099H,1.064442,11,
5696,C13369,7,169A,1.089451,11,
5697,C13369,8,164A,1.134215,11,
5698,C13369,9,373A,1.210846,11,
5699,C13369,10,924A,1.219182,11,
5700,C13369,11,232A,1.390194,11,
5702,MM5008,1,1211A,0.779032,3,
5703,MM5008,2,1220A,0.93491,3,
5704,MM5008,3,2014A,1.134194,3,
5706,MM2006,1,160A,0.738264,6,
5707,MM2006,2,668A,0.769164,6,
5708,MM2006,3,163C,0.844739,6,
5709,MM2006,4,701A,0.903691,6,
5710,MM2006,5,005A,0.958013,6,
5711,MM2006,6,159C,0.987748,6,
5713,C13701,1,868A,0.91342,4,
5714,C13701,2,503F,1.116479,4,
5715,C13701,3,697A,1.182342,4,
5716,C13701,4,720A,1.232018,4,
5718,C13688,1,232A,0.779558,4,
5719,C13688,2,692A,0.802005,4,
5720,C13688,3,854A,0.897106,4,
5721,C13688,4,1068A,0.969406,4,
5723,MM6005,1,164A,1.425398,6,
5724,MM6005,2,692A,1.501369,6,
5725,MM6005,3,1216A,1.645803,6,
5726,MM6005,4,232A,1.729108,6,
5727,MM6005,5,696A,2.138976,6,
5728,MM6005,6,1068A,2.182012,6,
5730,MM1008,1,997A,1.356,4,
5731,MM1008,2,1209A,1.604286,4,
5732,MM1008,3,162A,1.971429,4,
5733,MM1008,4,1029A,2.522857,4,
5735,C13790,1,162A,0.775072,7,
5736,C13790,2,2003A,0.811099,7,
5737,C13790,3,1058A,0.962013,7,
5738,C13790,4,997A,1.046182,7,
5739,C13790,5,060A,1.057355,7,
5740,C13790,6,1010A,1.064738,7,
5741,C13790,7,982A,1.518474,7,
5743,MM4030,1,1288A,0.673346,5,
5744,MM4030,2,982A,0.699781,5,
5745,MM4030,3,162A,0.714705,5,
5746,MM4030,4,060A,0.762501,5,
5747,MM4030,5,595A,0.835617,5,
5749,C13578,1,903A,0.964939,7,
5750,C13578,2,169A,1.005547,7,
5751,C13578,3,968A,1.012807,7,
5752,C13578,4,160A,1.024776,7,
5753,C13578,5,053D,1.064226,7,
5754,C13578,6,232A,1.10494,7,
5755,C13578,7,159C,1.260464,7,
5757,C13831,1,1275A,0.819598,6,
5758,C13831,2,090A,0.826284,6,
5759,C13831,3,924A,0.913501,6,
5760,C13831,4,692A,0.948205,6,
5761,C13831,5,065A,0.976984,6,
5762,C13831,6,854A,1.016095,6,
5764,C14225,1,997A,1.078247,6,
5765,C14225,2,1231A,1.209786,6,
5766,C14225,3,908A,1.239518,6,
5767,C14225,4,1297A,1.252273,6,
5768,C14225,5,697A,1.290097,6,
5769,C14225,6,1025A,1.323052,6,
5771,C13393,1,870A,0.958061,8,
5772,C13393,2,924A,0.974023,8,
5773,C13393,3,011A,0.975074,8,
5774,C13393,4,164A,0.991149,8,
5775,C13393,5,090A,1.004801,8,
5776,C13393,6,169A,1.015236,8,
5777,C13393,7,884A,1.023067,8,
5778,C13393,8,099H,1.121023,8,
5780,C13540,1,870A,0.712517,7,
5781,C13540,2,585A,0.722232,7,
5782,C13540,3,164A,0.739439,7,
5783,C13540,4,169A,0.745934,7,
5784,C13540,5,011A,0.75575,7,
5785,C13540,6,373A,0.783121,7,
5786,C13540,7,099H,0.879003,7,
5788,MM4028,1,174A,0.905879,5,
5789,MM4028,2,692A,0.91702,5,
5790,MM4028,3,360A,1.08206,5,
5791,MM4028,4,232A,1.217277,5,
5792,MM4028,5,1202A,1.217836,5,
5794,C13689,1,1202A,0.837396,7,
5795,C13689,2,053D,0.841186,7,
5796,C13689,3,232A,0.884728,7,
5797,C13689,4,953A,0.999373,7,
5798,C13689,5,870A,1.002247,7,
5799,C13689,6,696A,1.118663,7,
5800,C13689,7,692A,1.190572,7,
5802,MM4027,1,026A,0.555998,6,
5803,MM4027,2,2007A,0.560073,6,
5804,MM4027,3,903A,0.796661,6,
5805,MM4027,4,1202A,0.889296,6,
5806,MM4027,5,435A,0.996432,6,
5807,MM4027,6,692A,1.184675,6,
5809,MM1003,1,1098A,0.878557,5,
5810,MM1003,2,697A,0.939622,5,
5811,MM1003,3,720A,1.092271,5,
5812,MM1003,4,1272A,1.292096,5,
5813,MM1003,5,908A,2.166567,5,
5815,MM6019,1,1098A,0.8957,5,
5816,MM6019,2,697A,1.098993,5,
5817,MM6019,3,997A,1.149375,5,
5818,MM6019,4,720A,1.285967,5,
5819,MM6019,5,1272A,2.01191,5,
5821,MM6018,1,982A,0.484306,8,
5822,MM6018,2,060A,0.500563,8,
5823,MM6018,3,997A,0.542176,8,
5824,MM6018,4,1131A,0.5787,8,
5825,MM6018,5,1010A,0.721009,8,
5826,MM6018,6,162A,0.770359,8,
5827,MM6018,7,697A,0.824016,8,
5828,MM6018,8,276A,0.929024,8,
5830,C12800R,1,245B,1.03453,3,
5831,C12800R,2,767A,1.059717,3,
5832,C12800R,3,091A,1.50836,3,
5834,C14113,1,697A,1.192839,5,
5835,C14113,2,908A,1.285262,5,
5836,C14113,3,720A,1.42084,5,
5837,C14113,4,1272A,1.454572,5,
5838,C14113,5,2002A,1.515232,5,
5840,C14316,1,982A,0.724025,7,
5841,C14316,2,1131A,0.754532,7,
5842,C14316,3,1231A,0.859648,7,
5843,C14316,4,697A,0.888841,7,
5844,C14316,5,997A,0.924722,7,
5845,C14316,6,162A,1.000002,7,
5846,C14316,7,1310A,1.060132,7,
5848,C13751,1,1273A,0.979385,4,
5849,C13751,2,084A,1.092323,4,
5850,C13751,3,232A,1.206489,4,
5851,C13751,4,793A,1.413507,4,
5853,MM4025,1,447A,0.650213,6,
5854,MM4025,2,009A,0.706196,6,
5855,MM4025,3,074A,0.749572,6,
5856,MM4025,4,1050A,0.749983,6,
5857,MM4025,5,060A,0.760485,6,
5858,MM4025,6,790A,1.067985,6,
5860,MM6015,1,1086A,1.011043,6,
5861,MM6015,2,1029A,1.318055,6,
5862,MM6015,3,276A,1.479328,6,
5863,MM6015,4,232A,1.579362,6,
5864,MM6015,5,692A,1.682433,6,
5865,MM6015,6,1068A,1.870842,6,
5867,C13860,1,982A,0.830493,6,
5868,C13860,2,655A,0.967213,6,
5869,C13860,3,060A,0.998674,6,
5870,C13860,4,162A,1.055701,6,
5871,C13860,5,697A,1.240572,6,
5872,C13860,6,1131A,1.381048,6,
5874,C13494,1,924A,1.062939,5,
5875,C13494,2,017A,1.117851,5,
5876,C13494,3,028B,1.117947,5,
5877,C13494,4,159C,1.147612,5,
5878,C13494,5,163A,1.216978,5,
5880,C13355,1,924A,0.752828,7,
5881,C13355,2,163E,0.781517,7,
5882,C13355,3,032A,0.787,7,
5883,C13355,4,1275A,0.794224,7,
5884,C13355,5,159C,0.874344,7,
5885,C13355,6,028B,0.927741,7,
5886,C13355,7,017A,0.97366,7,
5888,C13278,1,924A,0.851646,9,
5889,C13278,2,696A,0.892145,9,
5890,C13278,3,1275A,0.964493,9,
5891,C13278,4,997A,1.001744,9,
5892,C13278,5,065A,1.003276,9,
5893,C13278,6,692A,1.214378,9,
5894,C13278,7,865A,1.223703,9,
5895,C13278,8,032A,1.28166,9,
5896,C13278,9,159C,1.318054,9,
5898,C13357,1,924A,0.769467,7,
5899,C13357,2,017A,0.788601,7,
5900,C13357,3,032A,0.83473,7,
5901,C13357,4,163E,0.862074,7,
5902,C13357,5,159C,0.885709,7,
5903,C13357,6,1275A,0.915967,7,
5904,C13357,7,028B,1.002628,7,
5906,C13797,1,1272A,0.583944,8,
5907,C13797,2,997A,0.637772,8,
5908,C13797,3,720A,0.837181,8,
5909,C13797,4,697A,0.869674,8,
5910,C13797,5,908A,0.918779,8,
5911,C13797,6,1029A,0.927372,8,
5912,C13797,7,1086A,0.937764,8,
